% Model:              Helmholz_Coils_Beta_Release.mph
% Version:            COMSOL 5.5.0.292
% Date:               Jun 23 2020, 15:24
% Dimension:          3
% Nodes:              10
% Expressions:        3
% Description:        Magnetic field, x component, Magnetic field, y component, Magnetic field, z component
% Length unit:        m
% X                       Y                        Z                        mf.Hx (A/m)              mf.Hy (A/m)              mf.Hz (A/m)
0                         0                        -0.04942725398057005     -0.006496306029753225    0.005716654031539681     2.2938469563522585
0                         0                        -0.045764564303087264    -0.007334161854901546    0.006894222196218635     2.3034879479082067
0                         0                        -0.05                    -0.0062759555895815135   -6.448226106889628E-4    2.302016511414834
0                         0                        -0.03540128050309256     0.002062295162879773     -0.002083508058664763    2.322246951874931
0                         0                        0.010138706426506307     0.004351359799930437     0.0027332305766268653    2.343632750226113
0                         0                        0.021380904201142706     -0.007645500711544181    0.004139923015621415     2.3373908364157914
0                         0                        0.030734960739679337     0.011044058133393821     0.011407124875949685     2.3290088261761053
0                         0                        0.03717577352654543      0.006934371612780893     -0.008783901930442104    2.337967944940357
0                         0                        0.05                     0.0032869731718947223    -0.0048071668519654035   2.3040907952878005
0                         0                        0.016883301426793923     0.008887341740418693     0.004982740567879777     2.343225034070011
